"x","y"
5.75298817476444,8.58495229974726
1.9352785574273,2.43388318362702
3.390836546427,8.04036935376155
3.87541342780198,9.68510863528438
3.18180185089511,8.53505487295611
3.66144492097246,7.69904551764403
3.98473131763863,9.70151875115756
8.08433812514803,5.01589874146537
0.64064685245142,4.16364583467222
6.26184865790158,8.12213218954727
5.83475601824372,8.12656793804827
4.14770606304646,8.88354649110301
0.614066222933615,0.711145415671519
4.12970877568484,8.71169220360497
0.549631542344961,0.880542031708668
7.6633294751607,3.13071839700828
0.396004218567213,1.28487437376323
3.36980055370887,7.8547189017035
5.91532944898507,8.17845543922927
8.74348407345141,2.17115586388516
0.762807576004812,4.64007350899339
1.17017697973207,4.49909103892799
0.451758289682367,1.8869856067247
7.167049554679,7.5568218801444
6.24048734963136,7.88082484616752
8.60143647300079,2.27650691990549
2.98160693495789,8.97142490845316
0.193134523414102,1.66545650240185
7.6897550201422,2.95972523660198
7.6589732247369,4.11661221609238
3.29378973568987,8.95163925944448
7.79586865048606,5.5436795094
5.47096881258908,9.0972331709981
5.26420576631132,9.08928777011881
0.419466256252849,1.99382216515344
0.568163598394676,1.71379950941173
4.94092467439774,0.838533830746222
4.68473869630544,9.19946097552305
1.5355465979458,2.57841066478953
3.5071669443226,7.66215332385162
5.13743805381515,8.80148950294386
2.02963379450031,1.92823129423983
6.27900361278288,7.79166000194347
7.64632641666936,2.31475709040309
5.06265516126002,8.92990071138704
5.32437486365062,8.75283516346651
4.54145537196467,8.3654729974709
4.04645781796142,6.48029685111454
5.25151175339835,1.45754739498998
3.47369435499374,7.32515364119071
8.60483034874986,2.32285599897716
4.65065495123577,9.30775302562853
0.47564984685218,0.758112325720076
3.61006262251002,2.72743513559882
0.363791554734814,0.557723527001982
5.25604565949763,-0.0518957911927178
8.11089752020463,5.31599176546469
0.0846316497806255,1.13080833927132
5.0876564253771,0.189699180063642
0.70511013913679,4.9340720270362
8.05002112296107,3.05350231543534
0.643431347984897,4.27318614682479
7.90188853699833,2.81079338123274
3.13742939737935,8.4162205151272
3.83962390890594,7.55242462552579
5.87229119319458,8.17198496768629
8.17670701575938,5.57991544414133
8.90426821970831,2.072444658357
4.11186473664001,8.56836545772952
0.111911867817418,1.0355746814655
